x_m,y_m,elevation_m,x_sim,y_sim,z_sim
6.037453837966313586e+01,3.383848725536372513e+02,2.600000000000000000e+01,1.207490767593262682e+00,6.767697451072745451e+00,5.200000000000000178e-01
9.065504457661882043e+01,3.383481819389853626e+02,2.600000000000000000e+01,1.813100891532376524e+00,6.766963638779706969e+00,5.200000000000000178e-01
1.209355499586672522e+02,3.383115209029056132e+02,2.600000000000000000e+01,2.418710999173345311e+00,6.766230418058112761e+00,5.200000000000000178e-01
1.512160545263323002e+02,3.382748894463293254e+02,2.600000000000000000e+01,3.024321090526646216e+00,6.765497788926587042e+00,5.200000000000000178e-01
1.814965582761797123e+02,3.382382875685580075e+02,2.600000000000000000e+01,3.629931165523594405e+00,6.764765751371160540e+00,5.200000000000000178e-01
2.117770612129825167e+02,3.382017152695916593e+02,2.600000000000000000e+01,4.235541224259650406e+00,6.764034305391833257e+00,5.200000000000000178e-01
2.420575633361004293e+02,3.381651725498959422e+02,2.600000000000000000e+01,4.841151266722008906e+00,6.763303450997918631e+00,5.200000000000000178e-01
2.723380646447185427e+02,3.381286594090051949e+02,2.600000000000000000e+01,5.446761292894371387e+00,6.762573188180104111e+00,5.200000000000000178e-01
3.026185651436680928e+02,3.380921758471522480e+02,2.600000000000000000e+01,6.052371302873361891e+00,6.761843516943045529e+00,5.200000000000000178e-01
3.328990648294566199e+02,3.380557218643371016e+02,2.619243621826171875e+01,6.657981296589132292e+00,6.761114437286741996e+00,5.238487243652343306e-01
3.631795637027826160e+02,3.380192974605597556e+02,2.674177360534667969e+01,7.263591274055652747e+00,6.760385949211195289e+00,5.348354721069336071e-01
3.934600617670221254e+02,3.379829026353545487e+02,2.903751945495605469e+01,7.869201235340442580e+00,6.759658052707091080e+00,5.807503890991211337e-01
4.237405590214766562e+02,3.379465373894199729e+02,3.742507171630859375e+01,8.474811180429533408e+00,6.758930747788399529e+00,7.485014343261718883e-01
4.540210554668447003e+02,3.379102017225231975e+02,4.894335174560546875e+01,9.080421109336894503e+00,6.758204034450463915e+00,9.788670349121093572e-01
4.843015511036501266e+02,3.378738956341985613e+02,6.063185119628906250e+01,9.686031022073002816e+00,6.757477912683971688e+00,1.212637023925781321e+00
5.145820459327078424e+02,3.378376191249117255e+02,6.838500976562500000e+01,1.029164091865415642e+01,6.756752382498234510e+00,1.367700195312500089e+00
5.448625399545417167e+02,3.378013721946626902e+02,6.841126251220703125e+01,1.089725079909083405e+01,6.756027443893254159e+00,1.368225250244140545e+00
5.751430331685696729e+02,3.377651548434514552e+02,6.525065612792968750e+01,1.150286066337139346e+01,6.755303096869028856e+00,1.305013122558593697e+00
6.054235255795065314e+02,3.377289670712780207e+02,5.649534606933593750e+01,1.210847051159013077e+01,6.754579341425560379e+00,1.129906921386718777e+00
6.357040171838016249e+02,3.376928088774438947e+02,5.331566619873046875e+01,1.271408034367603257e+01,6.753856177548877682e+00,1.066313323974609428e+00
6.659845079822698608e+02,3.376566802628803998e+02,4.251821899414062500e+01,1.331969015964539693e+01,6.753133605257608529e+00,8.503643798828125488e-01
6.962649979782290757e+02,3.376205812273547053e+02,3.621654129028320312e+01,1.392529995956458144e+01,6.752411624547094426e+00,7.243308258056641025e-01
7.265454871709807776e+02,3.375845117706339806e+02,3.531682586669921875e+01,1.453090974341961505e+01,6.751690235412679542e+00,7.063365173339843928e-01
7.568259755611652508e+02,3.375484718929510564e+02,3.478317260742187500e+01,1.513651951122330530e+01,6.750969437859021482e+00,6.956634521484375000e-01
7.871064631494809873e+02,3.375124615938402712e+02,3.602241516113281250e+01,1.574212926298961968e+01,6.750249231876805922e+00,7.204483032226562944e-01
8.173869499365682714e+02,3.374764808737672865e+02,3.036030387878417969e+01,1.634773899873136571e+01,6.749529617475346299e+00,6.072060775756835671e-01
8.476674359216704033e+02,3.374405297327321023e+02,1.523787498474121094e+01,1.695334871843340707e+01,6.748810594654642614e+00,3.047574996948242410e-01
8.779479211082216352e+02,3.374046081702690572e+02,7.307184696197509766e+00,1.755895842216443370e+01,6.748092163405381427e+00,1.461436939239501853e-01
9.082284054969204590e+02,3.373687161873094738e+02,4.991494178771972656e+00,1.816456810993841131e+01,6.747374323746189617e+00,9.982988357543945424e-02
9.385088890842744149e+02,3.373328537824563682e+02,4.770384788513183594e+00,1.877017778168549000e+01,6.746657075649127755e+00,9.540769577026367299e-02
9.687893718750565313e+02,3.372970209571067244e+02,3.758285522460937500e+00,1.937578743750113119e+01,6.745940419142134381e+00,7.516571044921875611e-02
9.990698538685683161e+02,3.372612177100963891e+02,3.106558799743652344e+00,1.998139707737136561e+01,6.745224354201927675e+00,6.213117599487304882e-02
1.029350335064053070e+03,3.372254440423566848e+02,2.811673164367675781e+00,2.058700670128106225e+01,6.744508880847133625e+00,5.623346328735351340e-02
1.059630815466342028e+03,3.371896999534219503e+02,2.521023035049438477e+00,2.119261630932684071e+01,6.743793999068438794e+00,5.042046070098876731e-02
1.089911295071942732e+03,3.371539854432921857e+02,2.011204957962036133e+00,2.179822590143885463e+01,6.743079708865844069e+00,4.022409915924072404e-02
1.120191773882892448e+03,3.371183005119673908e+02,1.771210074424743652e+00,2.240383547765785011e+01,6.742366010239347673e+00,3.542420148849487194e-02
1.150472251898492686e+03,3.370826451592147350e+02,1.771210074424743652e+00,2.300944503796985430e+01,6.741652903184294665e+00,3.542420148849487194e-02
1.180752729123516474e+03,3.370470193859655410e+02,1.723011851310729980e+00,2.361505458247032863e+01,6.740940387719311033e+00,3.446023702621459767e-02
1.211033205554471351e+03,3.370114231910556555e+02,1.691908121109008789e+00,2.422066411108942674e+01,6.740228463821113181e+00,3.383816242218017772e-02
6.033730573247885332e+01,3.076690493812784553e+02,2.600000000000000000e+01,1.206746114649577040e+00,6.153380987625569176e+00,5.200000000000000178e-01
9.061784193338826299e+01,3.076323595950379968e+02,2.600000000000000000e+01,1.812356838667765313e+00,6.152647191900760149e+00,5.200000000000000178e-01
1.208983773192157969e+02,3.075956993869040161e+02,2.627703475952148438e+01,2.417967546384315991e+00,6.151913987738080181e+00,5.255406951904296742e-01
1.511789118907763623e+02,3.075590687571093440e+02,2.883789062500000000e+01,3.023578237815527370e+00,6.151181375142186880e+00,5.767578125000000222e-01
1.814594456444610842e+02,3.075224677061196417e+02,2.600000000000000000e+01,3.629188912889221630e+00,6.150449354122392798e+00,5.200000000000000178e-01
2.117399785851594061e+02,3.074858962330035865e+02,2.600000000000000000e+01,4.234799571703188548e+00,6.149717924660071944e+00,5.200000000000000178e-01
2.420205107121146284e+02,3.074493543382268399e+02,2.600000000000000000e+01,4.840410214242292675e+00,6.148987086764536869e+00,5.200000000000000178e-01
2.723010420245700516e+02,3.074128420220222324e+02,2.600000000000000000e+01,5.446020840491400783e+00,6.148256840440445181e+00,5.200000000000000178e-01
3.025815725273569115e+02,3.073763592839241028e+02,2.706937599182128906e+01,6.051631450547138691e+00,6.147527185678482553e+00,5.413875198364257457e-01
3.328621022170409560e+02,3.073399061239324510e+02,3.064863014221191406e+01,6.657242044340819120e+00,6.146798122478648985e+00,6.129726028442382679e-01
3.631426310941460542e+02,3.073034825425129384e+02,3.647637557983398438e+01,7.262852621882920801e+00,6.146069650850258803e+00,7.295275115966797230e-01
3.934231591622810811e+02,3.072670885391999036e+02,3.796326828002929688e+01,7.868463183245621551e+00,6.145341770783998570e+00,7.592653656005859952e-01
4.237036864205147140e+02,3.072307241142261773e+02,4.446552276611328125e+01,8.474073728410294493e+00,6.144614482284524115e+00,8.893104553222656028e-01
4.539842128696618602e+02,3.071943892678245902e+02,5.402043151855468750e+01,9.079684257393237701e+00,6.143887785356492159e+00,1.080408630371093803e+00
4.842647385103628039e+02,3.071580839995294809e+02,6.577510070800781250e+01,9.685294770207256931e+00,6.143161679990590152e+00,1.315502014160156330e+00
5.145452633431996219e+02,3.071218083093408495e+02,7.139002227783203125e+01,1.029090526686399265e+01,6.142436166186817204e+00,1.427800445556640652e+00
5.448257873688708059e+02,3.070855621974915266e+02,7.046926116943359375e+01,1.089651574737741591e+01,6.141711243949830923e+00,1.409385223388671893e+00
5.751063105866778642e+02,3.070493456639815122e+02,6.979733276367187500e+01,1.150212621173355743e+01,6.140986913279630421e+00,1.395946655273437420e+00
6.053868330013938248e+02,3.070131587085779756e+02,5.849822998046875000e+01,1.210773666002787685e+01,6.140263174171559868e+00,1.169964599609375044e+00
6.356673546095262282e+02,3.069770013317465782e+02,5.362763214111328125e+01,1.271334709219052428e+01,6.139540026634931813e+00,1.072552642822265589e+00
6.659478754117735662e+02,3.069408735325559974e+02,4.369587326049804688e+01,1.331895750823547075e+01,6.138817470651120267e+00,8.739174652099609419e-01
6.962283954115118831e+02,3.069047753121703863e+02,3.231455612182617188e+01,1.392456790823023738e+01,6.138095506243407939e+00,6.462911224365234242e-01
7.265089146080426872e+02,3.068687066698912531e+02,3.377463150024414062e+01,1.453017829216085488e+01,6.137374133397825560e+00,6.754926300048827992e-01
7.567894330020062625e+02,3.068326676054857671e+02,3.205028533935546875e+01,1.513578866004012546e+01,6.136653352109715520e+00,6.410057067871094416e-01
7.870699505941011012e+02,3.067966581201180816e+02,3.062960815429687500e+01,1.574139901188202195e+01,6.135933162402361418e+00,6.125921630859375577e-01
8.173504673849092796e+02,3.067606782126240432e+02,1.912628936767578125e+01,1.634700934769818659e+01,6.135213564252481433e+00,3.825257873535156117e-01
8.476309833737905137e+02,3.067247278830036521e+02,1.669494056701660156e+01,1.695261966747581184e+01,6.134494557660072900e+00,3.338988113403320579e-01
8.779114985641790554e+02,3.066888071317225695e+02,1.398074626922607422e+01,1.755822997128358054e+01,6.133776142634451922e+00,2.796149253845214844e-01
9.081920129565987736e+02,3.066529159590136260e+02,9.454925537109375000e+00,1.816384025913197675e+01,6.133058319180272555e+00,1.890985107421875033e-01
9.384725265477318317e+02,3.066170543641783297e+02,1.168192672729492188e+01,1.876945053095463578e+01,6.132341087283566416e+00,2.336385345458984464e-01
9.687530393422348425e+02,3.065812223476823419e+02,8.841695785522460938e+00,1.937506078684469557e+01,6.131624446953646945e+00,1.768339157104492354e-01
9.990335513395257294e+02,3.065454199092928320e+02,3.708215713500976562e+00,1.998067102679051388e+01,6.130908398185856534e+00,7.416431427001952958e-02
1.029314062538731378e+03,3.065096470492426306e+02,2.635348558425903320e+00,2.058628125077462911e+01,6.130192940984852790e+00,5.270697116851806585e-02
1.059594572944741230e+03,3.064739037672989070e+02,2.514374971389770508e+00,2.119189145889482617e+01,6.129478075345978105e+00,5.028749942779540960e-02
1.089875082554121036e+03,3.064381900636944920e+02,2.224728584289550781e+00,2.179750165108242044e+01,6.128763801273890088e+00,4.449457168579101785e-02
1.120155591368791647e+03,3.064025059379637241e+02,2.324031114578247070e+00,2.240311182737583451e+01,6.128050118759274412e+00,4.648062229156494501e-02
1.150436099388112780e+03,3.063668513905722648e+02,1.826066970825195312e+00,2.300872198776225730e+01,6.127337027811445402e+00,3.652133941650390764e-02
1.180716606616857462e+03,3.063312264212872833e+02,1.691908121109008789e+00,2.361433213233715023e+01,6.126624528425745453e+00,3.383816242218017772e-02
6.030007396364817396e+01,2.769532267965842038e+02,3.335810089111328125e+01,1.206001479272963417e+00,5.539064535931684574e+00,6.671620178222655850e-01
9.058064016769640148e+01,2.769165378389880061e+02,2.994025611877441406e+01,1.811612803353928047e+00,5.538330756779759945e+00,5.988051223754883301e-01
1.208612055567209609e+02,2.768798784585669637e+02,2.972356414794921875e+01,2.417224111134419484e+00,5.537597569171339273e+00,5.944712829589844372e-01
1.511417701314203441e+02,2.768432486564852297e+02,3.583695602416992188e+01,3.022835402628406776e+00,5.536864973129704381e+00,7.167391204833984952e-01
1.814223338882438838e+02,2.768066484313458204e+02,3.554473495483398438e+01,3.628446677764877837e+00,5.536132968626916728e+00,7.108946990966796831e-01
2.117028968320810236e+02,2.767700777840800583e+02,2.765135002136230469e+01,4.234057936641620223e+00,5.535401555681601415e+00,5.530270004272460627e-01
2.419834589621750638e+02,2.767335367146879435e+02,2.612410545349121094e+01,4.839669179243501596e+00,5.534670734293759331e+00,5.224821090698241743e-01
2.722640202777693048e+02,2.766970252227038145e+02,2.640816116333007812e+01,5.445280405555386061e+00,5.533940504454076148e+00,5.281632232666015891e-01
3.025445807836949825e+02,2.766605433083605021e+02,3.101928901672363281e+01,6.050891615673899437e+00,5.533210866167210362e+00,6.203857803344726696e-01
3.328251404765178449e+02,2.766240909718908370e+02,3.909293365478515625e+01,6.656502809530357112e+00,5.532481819437816917e+00,7.818586730957031161e-01
3.631056993567617610e+02,2.765876682125963271e+02,4.745178604125976562e+01,7.262113987135235149e+00,5.531753364251926541e+00,9.490357208251953836e-01
3.933862574279773980e+02,2.765512750309426337e+02,4.954752349853515625e+01,7.867725148559547854e+00,5.531025500618852675e+00,9.909504699707031294e-01
4.236668146893498488e+02,2.765149114273954183e+02,5.262656784057617188e+01,8.473336293786996265e+00,5.530298228547908757e+00,1.052531356811523544e+00
4.539473711416358128e+02,2.764785774010233581e+02,5.963774490356445312e+01,9.078947422832715830e+00,5.529571548020467020e+00,1.192754898071288983e+00
4.842279267854173668e+02,2.764422729525249451e+02,6.392889785766601562e+01,9.684558535708347904e+00,5.528845459050499400e+00,1.278577957153320233e+00
5.145084816213930026e+02,2.764059980816673487e+02,7.011416625976562500e+01,1.029016963242785998e+01,5.528119961633347401e+00,1.402283325195312624e+00
5.447890356501447968e+02,2.763697527882177383e+02,6.739373016357421875e+01,1.089578071300289608e+01,5.527395055764355192e+00,1.347874603271484339e+00
5.750695888710324652e+02,2.763335370724089444e+02,6.016193771362304688e+01,1.150139177742064867e+01,5.526670741448178603e+00,1.203238754272460964e+00
6.053501412888290361e+02,2.762973509340081364e+02,5.538816452026367188e+01,1.210700282577658093e+01,5.525947018680162692e+00,1.107763290405273438e+00
6.356306929001002572e+02,2.762611943734809756e+02,4.693655395507812500e+01,1.271261385800200472e+01,5.525223887469620010e+00,9.387310791015625044e-01
6.659112437053699978e+02,2.762250673903618008e+02,4.018227767944335938e+01,1.331822487410740052e+01,5.524501347807236229e+00,8.036455535888672452e-01
6.961917937081889249e+02,2.761889699851162732e+02,3.003365707397460938e+01,1.392383587416377821e+01,5.523779399702325676e+00,6.006731414794922452e-01
7.264723429078003392e+02,2.761529021570459008e+02,3.076832199096679688e+01,1.452944685815600678e+01,5.523058043140918194e+00,6.153664398193359197e-01
7.567528913049027324e+02,2.761168639068491757e+02,3.003365707397460938e+01,1.513505782609805550e+01,5.522337278136983940e+00,6.006731414794922452e-01
7.870334389000199735e+02,2.760808552340604365e+02,3.003365707397460938e+01,1.574066877800039954e+01,5.521617104681208588e+00,6.006731414794922452e-01
8.173139856939087622e+02,2.760448761389125139e+02,2.479395103454589844e+01,1.634627971387817524e+01,5.520897522778250632e+00,4.958790206909179932e-01
8.475945316858706065e+02,2.760089266211725771e+02,2.561188316345214844e+01,1.695189063371741156e+01,5.520178532423451578e+00,5.122376632690429643e-01
8.778750768792815506e+02,2.759730066810734570e+02,2.083556365966796875e+01,1.755750153758563314e+01,5.519460133621469033e+00,4.167112731933593772e-01
9.081556212747818790e+02,2.759371163186151534e+02,1.566522693634033203e+01,1.816311242549563687e+01,5.518742326372302998e+00,3.133045387268066362e-01
9.384361648689373396e+02,2.759012555335648358e+02,1.684709358215332031e+01,1.876872329737874878e+01,5.518025110671296751e+00,3.369418716430664373e-01
9.687167076665209606e+02,2.758654243263881654e+02,1.717862701416015625e+01,1.937433415333041964e+01,5.517308486527763733e+00,3.435725402832031095e-01
9.989972496668342501e+02,2.758296226963866502e+02,1.055760288238525391e+01,1.997994499333668372e+01,5.516592453927732898e+00,2.111520576477050881e-01
1.029277790869120508e+03,2.757938506437931210e+02,3.157122850418090820e+00,2.058555581738241003e+01,5.515877012875862739e+00,6.314245700836182418e-02
1.059558331278152764e+03,2.757581081690732390e+02,2.923181295394897461e+00,2.119116662556305641e+01,5.515162163381464921e+00,5.846362590789794950e-02
1.089838870890496764e+03,2.757223952717613429e+02,4.964508056640625000e+00,2.179677741780993472e+01,5.514447905435226893e+00,9.929016113281249889e-02
1.120119409708189778e+03,2.756867119518574327e+02,3.033585786819458008e+00,2.240238819416379457e+01,5.513734239037148654e+00,6.067171573638915905e-02
1.150399947730533313e+03,2.756510582095943391e+02,1.691908121109008789e+00,2.300799895461066669e+01,5.513021164191886925e+00,3.383816242218017772e-02
9.054343927954323590e+01,2.462007166710682213e+02,3.468827819824218750e+01,1.810868785590864727e+00,4.924014333421364853e+00,6.937655639648437900e-01
1.208240346710663289e+02,2.461640581188257784e+02,2.972356414794921875e+01,2.416480693421326542e+00,4.923281162376516029e+00,5.944712829589844372e-01
1.511046292482060380e+02,2.461274291432928294e+02,3.807065963745117188e+01,3.022092584964120920e+00,4.922548582865856837e+00,7.614131927490234153e-01
1.813852230075281113e+02,2.460908297447022051e+02,3.799584197998046875e+01,3.627704460150562138e+00,4.921816594894043995e+00,7.599168395996094283e-01
2.116658159538055770e+02,2.460542599232867360e+02,3.277704620361328125e+01,4.233316319076111611e+00,4.921085198465735111e+00,6.555409240722656072e-01
2.419464080862817355e+02,2.460177196788135916e+02,3.208257675170898438e+01,4.838928161725634780e+00,4.920354393576271690e+00,6.416515350341797097e-01
2.722269994043163024e+02,2.459812090112827718e+02,3.304796218872070312e+01,5.444539988086326332e+00,4.919624180225655508e+00,6.609592437744140625e-01
3.025075899126823060e+02,2.459447279209271073e+02,4.058548355102539062e+01,6.050151798253645907e+00,4.918894558418542395e+00,8.117096710205078391e-01
3.327881796078872867e+02,2.459082764075137675e+02,5.136379623413085938e+01,6.655763592157746267e+00,4.918165528150275634e+00,1.027275924682617303e+00
3.630687684905715287e+02,2.458718544708099216e+02,5.997888565063476562e+01,7.261375369811430502e+00,4.917437089416198503e+00,1.199577713012695446e+00
3.933493565642274916e+02,2.458354621108155698e+02,6.204016494750976562e+01,7.866987131284550294e+00,4.916709242216311893e+00,1.240803298950195366e+00
4.236299438280402683e+02,2.457990993284620345e+02,6.420697021484375000e+01,8.472598876560805792e+00,4.915981986569240902e+00,1.284139404296875009e+00
4.539105302827083506e+02,2.457627661225851625e+02,6.692340850830078125e+01,9.078210605654167153e+00,4.915255322451703712e+00,1.338468170166015714e+00
4.841911159288720228e+02,2.457264624938834459e+02,7.463577270507812500e+01,9.683822318577441024e+00,4.914529249877668704e+00,1.492715454101562589e+00
5.144717007672297768e+02,2.456901884418912232e+02,7.628213500976562500e+01,1.028943401534459490e+01,4.913803768837824215e+00,1.525642700195312562e+00
5.447522847984218970e+02,2.456539439670741558e+02,6.670646667480468750e+01,1.089504569596843808e+01,4.913078879341482796e+00,1.334129333496093750e+00
5.750328680216334760e+02,2.456177290689665824e+02,5.696603393554687500e+01,1.150065736043266895e+01,4.912354581379331897e+00,1.139320678710937562e+00
6.053134504418703727e+02,2.455815437478013337e+02,5.236520004272460938e+01,1.210626900883740831e+01,4.911630874956026460e+00,1.047304000854492267e+00
6.355940320554655045e+02,2.455453880038112402e+02,4.632373428344726562e+01,1.271188064110931037e+01,4.910907760076224982e+00,9.264746856689453081e-01
6.658746128631755710e+02,2.455092618362978101e+02,4.160903167724609375e+01,1.331749225726351149e+01,4.910185236725956415e+00,8.321806335449218883e-01
6.961551928683766164e+02,2.454731652459595352e+02,3.182994461059570312e+01,1.392310385736753275e+01,4.909463304919190918e+00,6.365988922119141247e-01
7.264357720703701489e+02,2.454370982325635850e+02,3.003365707397460938e+01,1.452871544140740312e+01,4.908741964651271772e+00,6.006731414794922452e-01
7.567163504697382450e+02,2.454010607958771288e+02,3.003365707397460938e+01,1.513432700939476483e+01,4.908021215917542257e+00,6.006731414794922452e-01
7.869969280672958121e+02,2.453650529365986586e+02,3.134248161315917969e+01,1.573993856134591596e+01,4.907301058731973420e+00,6.268496322631835760e-01
8.172775048635667190e+02,2.453290746535640210e+02,3.278948593139648438e+01,1.634555009727133523e+01,4.906581493071280775e+00,6.557897186279296742e-01
8.475580808578524739e+02,2.452931259477045387e+02,3.145944404602050781e+01,1.695116161715704806e+01,4.905862518954091200e+00,6.291888809204101429e-01
8.778386560535873286e+02,2.452572068185545504e+02,2.257111549377441406e+01,1.755677312107174615e+01,4.905144136371091257e+00,4.514223098754883146e-01
9.081192304514697753e+02,2.452213172663468868e+02,1.817458724975585938e+01,1.816238460902939522e+01,4.904426345326937664e+00,3.634917449951172164e-01
9.383998040479491465e+02,2.451854572910815477e+02,1.909211730957031250e+01,1.876799608095898364e+01,4.903709145821631310e+00,3.818423461914062789e-01
9.686803768478566781e+02,2.451496268927585334e+02,1.933986854553222656e+01,1.937360753695713456e+01,4.902992537855170418e+00,3.867973709106445335e-01
9.989609488504938781e+02,2.451138260716106743e+02,1.517154216766357422e+01,1.997921897700987870e+01,4.902276521432213485e+00,3.034308433532714733e-01
1.029241520055045839e+03,2.450780548269394785e+02,8.806385040283203125e+00,2.058483040110091622e+01,4.901561096538789464e+00,1.761277008056640614e-01
1.059522090466460213e+03,2.450423131592106074e+02,8.409340858459472656e+00,2.119044180932920440e+01,4.900846263184212681e+00,1.681868171691894565e-01
1.089802660081128124e+03,2.450066010681912303e+02,6.571786880493164062e+00,2.179605320162256277e+01,4.900132021363824641e+00,1.314357376098632957e-01
1.120083228901145048e+03,2.449709185541141778e+02,2.832791805267333984e+00,2.240166457802290267e+01,4.899418371082283841e+00,5.665583610534668385e-02
9.050623926910338923e+01,2.154848960917443037e+02,4.112143707275390625e+01,1.810124785382067891e+00,4.309697921834886536e+00,8.224287414550781605e-01
1.207868646623101085e+02,2.154482383672147989e+02,3.765509414672851562e+01,2.415737293246202011e+00,4.308964767344296121e+00,7.531018829345703658e-01
1.510674892411916517e+02,2.154116102189291269e+02,3.846829605102539062e+01,3.021349784823833318e+00,4.308232204378582786e+00,7.693659210205078258e-01
1.813481130022555590e+02,2.153750116471201181e+02,4.013242721557617188e+01,3.626962260045111464e+00,4.307500232942402363e+00,8.026485443115234375e-01
2.116287359502166510e+02,2.153384426510892808e+02,4.064419174194335938e+01,4.232574719004333019e+00,4.306768853021785581e+00,8.128838348388671697e-01
2.419093580844928510e+02,2.153019032320007682e+02,4.381125259399414062e+01,4.838187161689857518e+00,4.306038064640015151e+00,8.762250518798828658e-01
2.721899794042110443e+02,2.152653933889232576e+02,4.721340942382812500e+01,5.443799588084220709e+00,4.305307867778465081e+00,9.442681884765624645e-01
3.024705999143188819e+02,2.152289131220895797e+02,5.277342605590820312e+01,6.049411998286378100e+00,4.304578262441792091e+00,1.055468521118164027e+00
3.327512196112656966e+02,2.151924624317325652e+02,6.103731536865234375e+01,6.655024392225314500e+00,4.303849248634651126e+00,1.220746307373046902e+00
3.630318384956335649e+02,2.151560413173865527e+02,6.863275146484375000e+01,7.260636769912671262e+00,4.303120826347731409e+00,1.372655029296875107e+00
3.933124565709731542e+02,2.151196497795172036e+02,7.135330963134765625e+01,7.866249131419463581e+00,4.302392995590344604e+00,1.427066192626953223e+00
4.235930738364695571e+02,2.150832878181245178e+02,7.571210479736328125e+01,8.471861476729390716e+00,4.301665756362490711e+00,1.514242095947265554e+00
4.538736902928794734e+02,2.150469554327428341e+02,7.811607360839843750e+01,9.077473805857589895e+00,4.300939108654857179e+00,1.562321472167968794e+00
4.841543059407267720e+02,2.150106526236049831e+02,7.739450073242187500e+01,9.683086118814536292e+00,4.300213052472099839e+00,1.547890014648437562e+00
5.144349207807681523e+02,2.149743793907109648e+02,7.420515441894531250e+01,1.028869841561536269e+01,4.299487587814219580e+00,1.484103088378906365e+00
5.447155348136438988e+02,2.149381357342936099e+02,6.387815475463867188e+01,1.089431069627287840e+01,4.298762714685872233e+00,1.277563095092773438e+00
5.749961480385973118e+02,2.149019216541200876e+02,6.183776092529296875e+01,1.149992296077194709e+01,4.298038433082401966e+00,1.236755218505859455e+00
6.052767604604596272e+02,2.148657371499575675e+02,5.697515106201171875e+01,1.210553520920919368e+01,4.297314742999151171e+00,1.139503021240234393e+00
6.355573720757383853e+02,2.148295822222717106e+02,4.509173583984375000e+01,1.271114744151476827e+01,4.296591644445434177e+00,9.018347167968749911e-01
6.658379828850738704e+02,2.147934568708296865e+02,3.604777526855468750e+01,1.331675965770147840e+01,4.295869137416594263e+00,7.209555053710937633e-01
6.961185928919585422e+02,2.147573610953986645e+02,3.003365707397460938e+01,1.392237185783917042e+01,4.295147221907973822e+00,6.006731414794922452e-01
7.263992020956357010e+02,2.147212948964443058e+02,3.003365707397460938e+01,1.452798404191271509e+01,4.294425897928886293e+00,6.006731414794922452e-01
7.566798104966874234e+02,2.146852582735009491e+02,3.003365707397460938e+01,1.513359620993374932e+01,4.293705165470019125e+00,6.006731414794922452e-01
7.869604180958122015e+02,2.146492512272670865e+02,3.019944953918457031e+01,1.573920836191624417e+01,4.292985024545341588e+00,6.039889907836913929e-01
8.172410248937667347e+02,2.146132737568113953e+02,3.119219017028808594e+01,1.634482049787533597e+01,4.292265475136227693e+00,6.238438034057617321e-01
8.475216308896779083e+02,2.145773258625995368e+02,2.511955070495605469e+01,1.695043261779355959e+01,4.291546517251990878e+00,5.023910140991211248e-01
8.778022360870963894e+02,2.145414075448643416e+02,1.786294937133789062e+01,1.755604472174192665e+01,4.290828150897286974e+00,3.572589874267578236e-01
9.080828404866042547e+02,2.145055188033729792e+02,1.770162773132324219e+01,1.816165680973208651e+01,4.290110376067459264e+00,3.540325546264648238e-01
9.383634440847090445e+02,2.144696596374269575e+02,1.888850402832031250e+01,1.876726888169418217e+01,4.289393192748539363e+00,3.777700805664062633e-01
9.686440468862419948e+02,2.144338300484232605e+02,1.882892036437988281e+01,1.937288093772484032e+01,4.288676600968464925e+00,3.765784072875976718e-01
9.989246488905046135e+02,2.143980300351977348e+02,1.820665550231933594e+01,1.997849297781009170e+01,4.287960600703955016e+00,3.641331100463867099e-01
1.029205250096740201e+03,2.143622595984488726e+02,1.547730350494384766e+01,2.058410500193480530e+01,4.287245191968977132e+00,3.095460700988769687e-01
1.059485850509721786e+03,2.143265187377110124e+02,1.482318210601806641e+01,2.118971701019443543e+01,4.286530374754220496e+00,2.964636421203613592e-01
1.207496955304522999e+02,1.847324192035011947e+02,4.422311401367187500e+01,2.414993910609045891e+00,3.694648384070024161e+00,8.844622802734375400e-01
1.510303501103771850e+02,1.846957918824627995e+02,4.048682022094726562e+01,3.020607002207543967e+00,3.693915837649256240e+00,8.097364044189453436e-01
1.813110038724262267e+02,1.846591941367369145e+02,4.111480331420898438e+01,3.626220077448524481e+00,3.693183882734738521e+00,8.222960662841797275e-01
2.115916568214306608e+02,1.846226259667892009e+02,4.806227493286132812e+01,4.231833136428613251e+00,3.692452519335784000e+00,9.612454986572266380e-01
2.418723089566919953e+02,1.845860873726196587e+02,5.696448898315429688e+01,4.837446179133840118e+00,3.691721747452393121e+00,1.139289779663085866e+00
2.721529602775117382e+02,1.845495783539954573e+02,6.274724197387695312e+01,5.443059205550234481e+00,3.690991567079909164e+00,1.254944839477539098e+00
3.024336107886047103e+02,1.845130989113822579e+02,6.550262451171875000e+01,6.048672215772094241e+00,3.690261978227645123e+00,1.310052490234375089e+00
3.327142604865366593e+02,1.844766490438487381e+02,7.018318176269531250e+01,6.654285209730733008e+00,3.689532980876975010e+00,1.403663635253906250e+00
3.629949093719478697e+02,1.844402287520933896e+02,8.086569213867187500e+01,7.259898187438957429e+00,3.688804575041867650e+00,1.617313842773437482e+00
3.932755574482725933e+02,1.844038380358833820e+02,8.417900085449218750e+01,7.865511148965452115e+00,3.688076760717667657e+00,1.683580017089843839e+00
4.235562047147541307e+02,1.843674768956843764e+02,8.058905792236328125e+01,8.471124094295083395e+00,3.687349537913687580e+00,1.611781158447265661e+00
4.538368511721491814e+02,1.843311453305650502e+02,8.318763732910156250e+01,9.076737023442984054e+00,3.686622906611300987e+00,1.663752746582031206e+00
